ModelID	is_rms	NAMPT	RPL5
ACH-000331	0	-0.15642764942678367	-2.995774618833624
ACH-000332	0	-0.32429449834045243	-2.9568376532402025
ACH-000334	0	-0.3038686802756747	-2.5863734965388234
ACH-000335	0	-0.08955692883098487	-2.745272616980696
ACH-000336	0	-1.1042079885090548	-3.3848754702853086
ACH-000337	0	-0.9556426562203587	-2.688764097149902
ACH-000338	0	-0.3545433577368913	-2.5560932506254197
ACH-000339	0	-0.8580768127612142	-2.61326518652885
ACH-000341	0	-0.0970310630425989	-2.189123739381856
ACH-000343	0	-0.22242554256517685	-2.1292655320111527
ACH-000344	0	0.039871524204919906	-2.7661698238592427
ACH-000345	0	-0.783071202679775	-2.682935151309078
ACH-000346	0	-0.8146939826726696	-2.922619696460584
ACH-000348	0	-0.29239738448970126	-2.468587107556748
ACH-000350	0	-0.25144947932832573	-2.255027621907896
ACH-000352	0	-0.7847995856054291	-2.0646221844164385
ACH-000354	0	-0.7552571841716731	-3.1974388846599653
ACH-000355	0	-0.636319625444381	-2.196133647881702
ACH-000356	0	-0.14608009205474837	-2.88701061610905
ACH-000359	0	-0.2789624714891759	-2.3825338685060435
ACH-000361	0	-0.22541109223221795	-2.2280018135884347
ACH-000362	0	-1.0766739787597535	-2.6157598067845123
ACH-000363	0	-1.2270407177224727	-3.2559395434716367
ACH-000364	0	0.005258376539646559	-2.566744738909707
ACH-000365	0	-0.6974507532636179	-2.2695335061719843
ACH-000366	0	-0.13765330732709358	-1.9504554589420355
ACH-000367	0	-0.6322456854787419	-2.351843871246923
ACH-000368	0	-0.2145284222394286	-2.456130786156221
ACH-000370	0	-0.5540162879817929	-2.628405100201428
ACH-000371	0	-0.8227584990204342	-2.5899329266487467
ACH-000373	0	-0.8366794150778876	-2.703254145950199
ACH-000374	0	-0.2964804441285812	-1.5745603613664905
ACH-000375	0	-0.7178118844252279	-2.4036237308614776
ACH-000376	0	-0.1217258983220792	-2.6094908625711897
ACH-000377	0	-0.22755268281236002	-2.3748948544883084
ACH-000378	0	-0.2946538889893389	-3.041784714480219
ACH-000381	0	-0.2964619500676805	-2.263289451087491
ACH-000383	0	-0.7190482261718509	-2.7633361978350037
ACH-000385	0	-0.11745059603906655	-2.2411055585155983
ACH-000387	0	-0.8644524555281157	-2.0225371807371695
ACH-000389	0	-0.030154177297674	-2.741119318115384
ACH-000390	0	-0.11809136675249171	-2.4519928307782197
ACH-000391	0	-0.47661335590066706	-2.8525793705986766
ACH-000393	0	-0.0012756112409231246	-2.4602142351759437
ACH-000395	0	-0.4264863090366411	-2.307469507586767
ACH-000396	0	0.08354105850844318	-2.8130329458845247
ACH-000397	0	-0.41616772756401277	-2.459564369913947
ACH-000398	0	-0.6635801667670458	-2.494684697222841
ACH-000401	0	-0.9707706940347868	-2.374570561263492
